customer_key,customer_id,customer_name,area,customer_segment,registration_date
901,35358395,Hiral Kumar,Dindigul,Inactive,Oct-23
902,35402531,Eta Gola,Kulti,New,Jun-23
903,35420673,Anika Agrawal,Chennai,Premium,Oct-23
904,35434373,Pushti Pandya,Aurangabad,Premium,Jul-23
905,35435896,Abhiram Tiwari,Dehradun,Premium,Sep-23
906,35455991,Aryan Balakrishnan,Tezpur,New,Apr-23
907,35459748,Ekbal Dasgupta,Firozabad,Inactive,Jan-24
908,35554129,Darika Natarajan,Alappuzha,Premium,Aug-24
909,35690581,Sachi Jani,Gorakhpur,Inactive,Apr-23
910,35705377,Wahab Bobal,Tumkur,Regular,Apr-23
911,35782051,Ekiya Mital,Mango,New,Nov-23
912,35812567,Xalak Sood,Bikaner,Regular,Jun-24
913,35826539,Widisha Kapur,Deoghar,New,Aug-24
914,35885052,Aadhya Ravi,Bhiwandi,Inactive,Sep-23
915,35912599,Neha Atwal,Bilaspur,Regular,May-24
916,35988028,Tejas Char,Naihati,Premium,Aug-24
917,36142455,Rushil Walla,Katni,Premium,Mar-23
918,36146306,Aryan Ghose,Pallavaram,Regular,Nov-23
919,36222767,Alka Behl,Mango,Inactive,May-23
920,36400756,Rayaan Nayak,Bidar,Inactive,Apr-23
921,36428139,Hemani Ben,Nagaon,Premium,Apr-24
922,36462363,Samaksh Mandal,Dhanbad,Inactive,Oct-24
923,36517334,Ria Dua,Naihati,Premium,Mar-24
924,36578947,Ekansh Madan,Ranchi,New,Apr-23
925,36587003,Amaira Nagi,Tumkur,New,Mar-23
926,36675827,Xiti Chowdhury,Patiala,Inactive,Oct-24
927,36737539,Leena Naidu,Gwalior,Inactive,Feb-24
928,36774480,Ria Jha,Gandhidham,Regular,Sep-24
929,36833857,Omya Banik,Silchar,Premium,Feb-24
930,36885115,Agastya Contractor,Latur,Regular,Apr-23
931,36998375,Yatin Mammen,Tirupati,Inactive,May-24
932,37054866,Avi Sodhi,Guntur,Regular,Apr-24
933,37095171,Ira Soni,Guna,Inactive,Dec-23
934,37183511,Neel Minhas,Gopalpur,New,Jul-24
935,37227953,Madhav Raghavan,Pune,Inactive,Sep-24
936,37245065,Ishani Dhillon,Dibrugarh,Inactive,Jul-24
937,37288781,Kritika Narayan,Tadepalligudem,New,Aug-23
938,37309023,Dominic Dutt,Guntur,Premium,Dec-23
939,37362180,Praneel Mangat,Visakhapatnam,Regular,Aug-23
940,37379797,Aashi Majumdar,Jalna,Inactive,Aug-24
941,37551429,Diya Chand,Khandwa,Regular,Mar-23
942,37556526,Anjali Varkey,Farrukhabad,Inactive,Jun-24
943,37633848,Samuel Banerjee,Kharagpur,Premium,Aug-23
944,37691544,Onkar Devan,Darbhanga,Inactive,Oct-24
945,37702698,Joshua Bajaj,Bareilly,New,Nov-23
946,37759707,Jhalak Venkataraman,Sultan Pur Majra,Premium,Oct-23
947,37802267,Lipika Jha,Orai,New,Nov-23
948,37904682,Krisha Shere,Bhimavaram,Premium,Oct-24
949,37915052,Ayush Kade,Jalna,Regular,Nov-23
950,37926207,Pahal Chaudhary,Eluru,New,Sep-23
951,37947202,Eta Srinivasan,Nandyal,Regular,Jan-24
952,38018949,Jeet Pandey,Farrukhabad,Premium,Sep-24
953,38048329,Harrison Loyal,Pali,New,Oct-24
954,38114014,Yatin Sandal,Mumbai,New,Jan-24
955,38133873,Rehaan Borde,Khammam,Premium,Apr-24
956,38244021,Samaksh Oza,Chapra,Inactive,Apr-24
957,38327793,Yug Brar,Nandyal,Inactive,May-24
958,38355752,Udyati Shenoy,Panvel,Premium,Oct-23
959,38420886,Nidra Date,Sonipat,New,Apr-23
960,38478423,Theodore Doctor,Nellore,Premium,Mar-24
961,38496400,Dhruv Bakshi,Bathinda,Premium,Mar-24
962,38549299,Ati De,Asansol,Regular,Aug-23
963,38565569,Udarsh Nayar,Anantapuram,Premium,Mar-24
964,38568692,Guneet Ahluwalia,Silchar,New,Dec-23
965,38613295,Sai Panchal,Vadodara,New,Aug-23
966,38613642,Ishani Pandya,Erode,Regular,Nov-24
967,38615653,Xiti Sachdeva,Motihari,Regular,Mar-24
968,38671747,Falan Acharya,Rajahmundry,New,Nov-23
969,38694209,Harinakshi Patla,Uluberia,Premium,Aug-24
970,38709137,Neha Gade,Mau,Inactive,Jul-23
971,38728779,Reva Sem,Bulandshahr,Regular,Feb-24
972,38748727,Raghav Nath,Tiruchirappalli,New,Aug-24
973,38780509,Ira Guha,Ongole,Regular,May-24
974,38808614,Xavier Shetty,Vijayanagaram,Premium,Jun-23
975,38875754,Yash Mitter,Ambattur,Premium,Aug-23
976,38902193,Yutika Sandhu,Bellary,New,Aug-24
977,38902882,Ria Dugar,Firozabad,Inactive,Mar-24
978,38957713,Damyanti Krish,Uluberia,New,Aug-23
979,38969732,Manthan Chana,Pune,New,Sep-24
980,39042103,Maanav Gupta,Bareilly,Regular,May-24
981,39093069,Mahika Issac,Rajkot,Regular,Mar-24
982,39140039,Upasna Naidu,Madhyamgram,New,Nov-23
983,39150258,Dalaja Choudhury,Gandhinagar,Inactive,Apr-23
984,39153585,Rishi Sur,Tirunelveli,Premium,Mar-24
985,39261715,Reva Bhatnagar,Patna,Premium,Dec-23
986,39301587,Kritika Chaudhuri,Bongaigaon,Regular,Dec-23
987,39317905,Gagan Garg,Hazaribagh,New,May-24
988,39354312,Chatresh Andra,Kulti,Premium,Sep-23
989,39418109,Yahvi Kala,Navi Mumbai,Inactive,Jul-23
990,39423691,Lucky Goel,Chandrapur,New,May-24
991,39645619,Indira Jaggi,Maheshtala,Regular,Jun-23
992,39674723,Advika Keer,Bettiah,New,Aug-24
993,39681023,Pranit Randhawa,Pimpri-Chinchwad,Premium,Sep-23
994,39717448,Om Korpal,Jorhat,New,Jun-23
995,39876773,Hardik Sethi,Mirzapur,Premium,Oct-24
996,39957741,Siddharth Sibal,Bellary,Inactive,Nov-23
997,39959491,Damini Gandhi,Purnia,Premium,Aug-23
998,39968800,Gopal Bera,Malda,New,Sep-23
999,39976965,Dayamai Sawhney,Pimpri-Chinchwad,Regular,May-24
1000,39999278,Chandresh Khare,Baranagar,New,Aug-24
1001,40015980,Dipta Deshmukh,Katni,New,Jun-23
1002,40055711,Yug Mander,Rampur,Inactive,Sep-24
1003,40085705,Anirudh Deshpande,Kishanganj,New,Sep-23
1004,40104482,George Toor,Morbi,New,Aug-23
1005,40117357,Jai Murty,Imphal,New,Mar-23
1006,40192266,Vasana Dhar,Bhopal,New,Mar-24
1007,40256341,Sachi Keer,Mira-Bhayandar,Regular,Oct-24
1008,40275138,Eiravati Thaker,Bathinda,Inactive,Jan-24
1009,40277444,Damyanti Acharya,Panihati,New,May-23
1010,40305293,Tejas Parmer,Bhatpara,Regular,Sep-24
1011,40323385,Kai Sami,Bikaner,Regular,Nov-23
1012,40387944,Chavvi Gill,Parbhani,Regular,Mar-24
1013,40392019,Yashvi Sur,Eluru,Premium,Feb-24
1014,40419593,Siya Pandit,Dibrugarh,Inactive,Aug-24
1015,40434527,Liam Nigam,Vellore,Inactive,Jun-24
1016,40563029,Chandani Rege,Chandigarh,Inactive,Aug-24
1017,40587811,Jeevika Rajagopalan,Adoni,Inactive,Dec-23
1018,40593638,Wridesh Ratti,Purnia,Premium,Dec-23
1019,40626729,Rachit Toor,Tinsukia,Regular,Mar-24
1020,40643232,Falguni Chand,Salem,Regular,Apr-23
1021,40667183,Yatin Setty,Bidar,New,Sep-24
1022,40692378,Chatresh Rastogi,Jabalpur,New,Sep-24
1023,40703374,Wriddhish Ramachandran,Nandyal,Regular,Sep-24
1024,40727086,Osha Brahmbhatt,Bijapur,New,Jan-24
1025,40800762,Pranav Dar,Pallavaram,Inactive,Oct-23
1026,40841791,Krishna Chahal,Mysore,New,Jun-23
1027,40858753,Samaksh Sharma,Bharatpur,Regular,May-24
1028,40871915,Alka Sandal,Mehsana,Premium,Feb-24
1029,40877127,Falak Sarraf,Ludhiana,Premium,Jul-23
1030,40986000,Charles Gara,Karnal,Premium,Oct-23
1031,41008070,Libni Dua,Vijayawada,New,May-24
1032,41073776,Urmi Dara,Meerut,Premium,Mar-24
1033,41146001,Nirja Prasad,Belgaum,Regular,Jul-23
1034,41155125,Yahvi Doshi,Tenali,Inactive,Apr-24
1035,41164215,Lucky Savant,Secunderabad,Premium,Mar-23
1036,41168392,Sneha Rajagopalan,Silchar,Premium,Jan-24
1037,41181125,Bimala Samra,Mysore,New,Jun-23
1038,41194825,Mekhala Shah,Singrauli,Regular,Oct-23
1039,41261495,Faris Deol,Bhagalpur,Inactive,Oct-24
1040,41395224,Thomas Sarkar,Jalna,Regular,Oct-24
1041,41439103,Ati Wali,Junagadh,Premium,Sep-24
1042,41494517,Maya Dara,Latur,Inactive,Apr-24
1043,41494867,Kalpit Gulati,Bongaigaon,New,Dec-23
1044,41512861,Veer Kant,Purnia,Regular,Apr-24
1045,41612464,Chatura Sodhi,Bhavnagar,Regular,Aug-23
1046,41640262,Vihaan Gola,Ulhasnagar,Inactive,Aug-23
1047,41647393,Simon Padmanabhan,Sirsa,Inactive,Nov-23
1048,41811800,Sneha Bahl,Jaunpur,Regular,Oct-23
1049,41874489,Vrishti Baria,Ahmedabad,Regular,Apr-23
1050,41878908,Barkha Kanda,Raiganj,Premium,May-24
1051,41971906,Yashica Sankaran,Phagwara,Premium,Feb-24
1052,41972994,Lila Khanna,Bhatpara,Inactive,Jul-23
1053,42012717,Edhitha Sahota,Jabalpur,Regular,Aug-23
1054,42101831,Eshana Dutt,Madhyamgram,Inactive,Sep-23
1055,42102289,Guneet Vaidya,Raebareli,New,Sep-24
1056,42208242,Farhan Tata,Danapur,Regular,Nov-23
1057,42209203,Aryan Sundaram,Bangalore,New,Mar-24
1058,42227189,Nilima Borah,Sonipat,Regular,Mar-24
1059,42262168,Mason Iyengar,Avadi,Regular,Feb-24
1060,42272393,Anya Parmer,Moradabad,New,Sep-23
1061,42366724,Quincy Kari,Saharanpur,Inactive,Jul-23
1062,42432226,Gaurang Mitra,Gandhinagar,Premium,Aug-23
1063,42465414,Ria Mallick,Kadapa,Regular,Jan-24
1064,42514124,Bakhshi Sodhi,Bally,Inactive,May-23
1065,42589311,Yadavi Uppal,Dehradun,Regular,Nov-23
1066,42615134,Champak Patil,Muzaffarnagar,Inactive,Sep-24
1067,42723554,Pranit Wagle,Gandhinagar,Regular,May-23
1068,42781544,Isaiah Sankar,Faridabad,New,Dec-23
1069,42797397,Banjeet Shanker,Jaunpur,Premium,May-23
1070,42872865,Vasatika Chatterjee,Bulandshahr,Inactive,Oct-23
1071,42947770,Vincent Bahri,Bhalswa Jahangir Pur,New,Sep-24
1072,42989999,Ishwar Munshi,Mahbubnagar,New,Mar-24
1073,43034188,Ekaraj Bora,Sirsa,Inactive,Jan-24
1074,43047341,Unnati Wali,Jaunpur,Regular,Sep-23
1075,43052303,Girik Mutti,Eluru,Premium,Jun-23
1076,43066953,Hredhaan Sengupta,Bikaner,Regular,Oct-24
1077,43243913,Rushil Iyer,Jehanabad,Regular,May-24
1078,43256928,Gaurav Bhardwaj,Baranagar,Inactive,Aug-23
1079,43295656,Wyatt Bhasin,Sagar,Regular,Feb-24
1080,43307488,Jagrati Prabhu,Bhatpara,Regular,Aug-23
1081,43367112,Chasmum Ramesh,Gopalpur,New,Dec-23
1082,43377076,Imaran Krishnan,Junagadh,New,Sep-23
1083,43431724,Jack Kalita,Rohtak,New,Nov-23
1084,43459807,Charan Brahmbhatt,Khammam,Premium,Apr-23
1085,43518622,Pooja Gole,Jaunpur,Regular,May-24
1086,43519553,Lekha Swamy,Mathura,Premium,Feb-24
1087,43574734,Falak Magar,Rourkela,New,May-24
1088,43599910,Oviya Swaminathan,Sambhal,Premium,Oct-24
1089,43649266,Ayushman Menon,Khandwa,Inactive,Mar-24
1090,43761120,Tarak Kumer,Bhagalpur,Inactive,Jun-24
1091,43784632,Adya Johal,Gandhinagar,Inactive,Apr-23
1092,43799224,Vasatika Agate,Karaikudi,Regular,Jun-24
1093,43860025,Nidhi Baria,Nagpur,Regular,Nov-23
1094,43980719,Unni Pillai,Kalyan-Dombivli,New,Mar-24
1095,43990799,Indrajit Singh,Dindigul,Regular,Feb-24
1096,44030130,Laksh Dalal,Ghaziabad,Regular,Jul-24
1097,44050697,Hemang Ratti,Ujjain,New,Dec-23
1098,44139071,Lopa Padmanabhan,Belgaum,Regular,Jan-24
1099,44149982,Tara Uppal,Yamunanagar,New,Aug-23
1100,44174426,Girindra Nair,Salem,New,Jul-24
1101,44198187,Charvi Lanka,North Dumdum,Regular,Mar-24
1102,44223796,Bakhshi Lad,Erode,Regular,Jun-23
1103,44269569,Chasmum Natarajan,Agra,New,Jun-24
1104,44409533,Vihaan Sule,Tadipatri,New,Mar-24
1105,44410149,Dhruv Patel,Pondicherry,New,May-23
1106,44426129,Aahana Gopal,Vasai-Virar,Regular,Sep-23
1107,44477365,Nihal Buch,Katihar,Regular,Jul-24
1108,44557943,Megha D’Alia,Bangalore,Inactive,Jan-24
1109,44562310,Harsh Om,Warangal,Inactive,Jun-24
1110,44589829,Udyati Garde,Sagar,Regular,Sep-23
1111,44723662,Veer Dixit,Dhanbad,Regular,Oct-23
1112,44776601,Krisha Sood,Durg,Regular,May-24
1113,44828791,Zansi Panchal,Khora,New,Jun-23
1114,44859592,Dhriti Koshy,Proddatur,New,Oct-23
1115,44888581,Rehaan Samra,Ballia,Inactive,Mar-23
1116,44928499,Aarav Andra,Ramgarh,New,Apr-23
1117,44935198,Chakrika Divan,Tumkur,New,Dec-23
1118,45028365,Qarin Dass,Danapur,Regular,Nov-23
1119,45033270,Manan Chandran,Thanjavur,New,Apr-24
1120,45052594,Harish Venkatesh,Aligarh,New,Jun-24
1121,45066676,Lipika Murthy,Satna,Premium,Mar-23
1122,45071436,Gaurang Ratta,Tadepalligudem,Inactive,Oct-24
1123,45112520,Anamika Hayre,Rajahmundry,Premium,Jun-24
1124,45166203,Rushil Dass,Proddatur,Regular,Oct-23
1125,45314389,Amaira Subramanian,Ajmer,New,Mar-23
1126,45323391,Viraj Kota,North Dumdum,New,Mar-24
1127,45383958,Aachal Mangat,Rewa,New,Oct-24
1128,45477575,Aarna Bawa,Vellore,Inactive,Jan-24
1129,45481936,Robert Gour,Munger,Premium,Aug-23
1130,45503888,Brinda Natarajan,Raurkela Industrial Township,Premium,May-23
1131,45546750,Mugdha Pandey,Madhyamgram,Premium,Oct-24
1132,45553300,Panini Lall,Latur,Premium,Jun-24
1133,45586151,Pallavi Ram,Saharsa,Regular,Nov-23
1134,45650429,Zehaan Soni,Ramgarh,Premium,Mar-23
1135,45659330,Jackson Sandal,Gwalior,New,Jul-24
1136,45700473,Omkaar Padmanabhan,Thoothukudi,Inactive,Dec-23
1137,45700739,Luke Dar,Visakhapatnam,Inactive,Aug-24
1138,45708879,Girindra Majumdar,Ulhasnagar,Regular,Mar-24
1139,45729563,Jagvi Chaudry,Bijapur,New,Aug-23
1140,45804389,Liam Dayal,Maheshtala,Inactive,Jul-23
1141,45868300,Isha Sheth,Ratlam,Premium,Aug-23
1142,46023497,Baljiwan Nagi,Delhi,Premium,May-24
1143,46025543,Rachit Chatterjee,Kottayam,Premium,Nov-23
1144,46088132,Benjamin Ramanathan,Sasaram,New,May-24
1145,46146390,Yashoda Sani,Bahraich,Premium,Apr-23
1146,46148283,Kamya Mander,Kalyan-Dombivli,New,Oct-23
1147,46185579,Vidhi Pillai,Siliguri,Premium,Aug-24
1148,46208150,Watika Bedi,Meerut,New,Feb-24
1149,46313756,Widisha Desai,Kolhapur,Premium,Mar-23
1150,46369552,Keya Modi,Jaipur,Regular,Sep-24
1151,46378942,Oscar Kurian,Chandigarh,Premium,Nov-23
1152,46504355,Ridhi Oak,Arrah,Regular,Apr-23
1153,46515922,Harish Setty,Ghaziabad,Regular,Sep-24
1154,46541905,Arunima Rout,Udaipur,New,Feb-24
1155,46563355,Zehaan Srinivasan,Ajmer,Premium,Feb-24
1156,46564935,Ranbir Hegde,Muzaffarpur,Inactive,Feb-24
1157,46594066,Ishaan Lad,Giridih,Premium,Jul-24
1158,46615831,Wishi Chada,Raurkela Industrial Township,Inactive,May-24
1159,46623192,Warinder Sastry,Nizamabad,New,Oct-24
1160,46629917,Vasudha Dey,Jamshedpur,Premium,Feb-24
1161,46675763,Tanmayi Ramaswamy,Katihar,New,Aug-23
1162,46682777,Simon Parekh,Medininagar,Inactive,Jul-24
1163,46684081,Darika Hans,Ghaziabad,Premium,Apr-23
1164,46686696,Wazir Seth,Thoothukudi,Premium,Mar-24
1165,46699982,Abhiram Sahni,Ulhasnagar,Inactive,Oct-23
1166,46717997,Wishi Srivastava,Unnao,New,Dec-23
1167,46741896,Jagvi Patla,Mango,Premium,Oct-23
1168,46802633,Champak Subramaniam,Bettiah,Premium,Feb-24
1169,46828932,Balveer De,Eluru,Premium,Apr-23
1170,46836361,Champak Nazareth,Bikaner,Premium,Nov-23
1171,46848302,Praneel Ramesh,Gulbarga,Premium,Jul-24
1172,46875863,Charita Anne,Bidar,Regular,Oct-23
1173,46876240,Vihaan Doctor,Vijayanagaram,Premium,Jun-23
1174,46885873,Wahab Luthra,Aizawl,Premium,Sep-23
1175,46989310,Atharv Sharaf,Hindupur,Regular,Oct-24
1176,47043878,Frado Batra,Bilaspur,Premium,Jun-24
1177,47125914,Yashoda Chacko,Kochi,Premium,Mar-23
1178,47206881,Barkha Contractor,Nellore,Premium,Jul-24
1179,47215976,Jasmit Ganesh,Jalna,Premium,Sep-24
1180,47274329,Hemal Murthy,Ludhiana,New,Feb-24
1181,47275378,Aarav Dar,Ahmednagar,Premium,Mar-23
1182,47295676,Neel Sandhu,Bhopal,New,Jun-24
1183,47335806,Pavani Borde,Pimpri-Chinchwad,Regular,May-24
1184,47387512,Shivansh Gaba,Chittoor,Regular,Jul-23
1185,47503133,Mitesh Rajan,Chapra,Inactive,Oct-24
1186,47515046,Guneet Uppal,Jamshedpur,New,Dec-23
1187,47577193,Chaaya Wable,Dehri,Premium,Feb-24
1188,47590944,Ayushman Chawla,Bhubaneswar,New,Jul-23
1189,47618810,Ekalinga Mandal,Ghaziabad,Inactive,May-24
1190,47625855,Caleb Brar,Mango,New,May-23
1191,47711422,Meghana Varkey,Bhatpara,Inactive,Oct-23
1192,47822591,Hema Bahri,Begusarai,Regular,Sep-24
1193,47926198,Bhavini Kulkarni,Nandyal,Regular,Feb-24
1194,47939657,Idika Sem,Bhavnagar,Regular,Jul-24
1195,47955004,Mohini Sidhu,Kollam,Inactive,Aug-23
1196,47990044,Leela Dubey,Kadapa,New,Sep-24
1197,48000260,Dakshesh Jhaveri,Bulandshahr,Inactive,Sep-23
1198,48002829,Daksh Mandal,Mumbai,Inactive,Jan-24
1199,48033969,Kavya Kunda,Baranagar,Premium,Aug-23
1200,48150243,Ekaja Dube,Delhi,Regular,Nov-23
1201,48158494,Hamsini Choudhury,Kishanganj,Inactive,Apr-24
1202,48160359,Zehaan Sundaram,Karaikudi,Premium,Mar-24
1203,48167795,Charita Kapoor,Visakhapatnam,New,Nov-23
1204,48188624,Maanav Tella,Chittoor,Regular,Feb-24
1205,48228547,Anika Baria,Katihar,Inactive,Jul-24
1206,48268435,Triveni Padmanabhan,Ramagundam,Inactive,Apr-24
1207,48281892,Teerth Mukherjee,Vellore,New,Apr-23
1208,48284116,Bhanumati Pingle,Narasaraopet,Inactive,Feb-24
1209,48358028,Xavier Kibe,Gudivada,Premium,May-24
1210,48368085,Patrick Doctor,Vijayanagaram,Premium,Oct-24
1211,48409448,Pavani Vaidya,Ludhiana,New,May-24
1212,48418662,Matthew Joshi,Machilipatnam,Premium,Jun-24
1213,48481702,Dayita Kothari,Shivpuri,Regular,Jun-24
1214,48511124,Girish Shankar,Korba,Inactive,May-23
1215,48554440,Rohan Ganesan,Malegaon,Regular,Mar-24
1216,48647253,Theodore Ram,Warangal,Inactive,Mar-24
1217,48716374,Chaman Merchant,Hapur,Premium,May-23
1218,48730063,Jatin Dua,Farrukhabad,New,Apr-24
1219,48765625,Aradhana Ganguly,Bathinda,Inactive,Mar-24
1220,48776805,Prisha Sanghvi,Alwar,Premium,Jun-23
1221,48778633,Sarthak Chaudhari,Pimpri-Chinchwad,New,Dec-23
1222,48821170,Hredhaan Bajaj,Jalgaon,Inactive,Oct-23
1223,48910430,Janani Prasad,Bardhaman,Premium,Sep-24
1224,48943848,Tarak Nair,Patiala,Premium,Jun-24
1225,49050014,Chanakya Mukhopadhyay,Ludhiana,Premium,Nov-23
1226,49117070,Pavani Lala,Bhubaneswar,Inactive,Sep-24
1227,49136375,Rohan Basak,Bathinda,Inactive,Aug-24
1228,49147776,Meghana Khanna,Panvel,Inactive,Jul-24
1229,49152878,Patrick Sandhu,Gwalior,Premium,Sep-24
1230,49241309,Pahal Palla,Gurgaon,Inactive,Jun-24
1231,49258916,Zehaan Thakur,Jaipur,Inactive,Apr-24
1232,49260858,Charan Chaudhary,Phagwara,Regular,Jul-23
1233,49371494,Zansi Banik,Kanpur,Regular,Dec-23
1234,49433260,Abhiram Wason,Hospet,Premium,May-24
1235,49449238,Omaja Mukhopadhyay,Dindigul,Inactive,Jun-24
1236,49457685,Bahadurjit Pau,Kamarhati,Inactive,Oct-23
1237,49529811,Zayyan Swaminathan,Pimpri-Chinchwad,Regular,May-24
1238,49574186,Yashica Devan,Barasat,Premium,Sep-24
1239,49617531,Vamakshi Pradhan,Firozabad,Inactive,Mar-24
1240,49617892,Dayamai Parmer,Orai,New,Feb-24
1241,49756591,Madhav Murthy,Miryalaguda,Inactive,Apr-24
1242,49769532,Yashawini Barman,Ramagundam,Premium,May-23
1243,49795571,Rajata Agrawal,Loni,Premium,Mar-24
1244,49806393,Aarush Natt,Latur,Regular,Mar-23
1245,49833888,Harini Raja,Parbhani,Inactive,Mar-24
1246,49869358,Varenya Nigam,Dharmavaram,Regular,May-24
1247,49881540,Xalak Muni,Kottayam,Inactive,Sep-24
1248,49915498,Harini Mangal,Jalandhar,Premium,May-23
1249,49970560,Pallavi Rao,Guwahati,Regular,Oct-23
1250,49985597,Neel Rastogi,Kishanganj,Regular,Aug-24
1251,50015282,Ekbal Shan,Berhampore,Regular,Apr-23
1252,50045027,Yashvi Bajaj,Sagar,Regular,Jul-23
1253,50080663,Adweta Bumb,Morbi,Inactive,Oct-24
1254,50088518,Osha Lata,Dewas,Regular,May-23
1255,50105174,Tanveer Baria,Malda,Premium,Sep-23
1256,50229203,Rushil Dhingra,Tiruchirappalli,Regular,Sep-23
1257,50286371,Jonathan Zachariah,Bangalore,New,Jan-24
1258,50392139,Zehaan Hayer,Jamnagar,Inactive,Jul-24
1259,50484778,Hiral Saxena,Kanpur,Inactive,May-24
1260,50518311,Arunima Tak,Arrah,Regular,Aug-24
1261,50527764,Sai Garg,Amroha,Premium,Dec-23
1262,50554007,Ekaja Pillai,Baranagar,Premium,Apr-23
1263,50557979,Kiaan Naidu,Khammam,Premium,Mar-24
1264,50572914,Ishani Mukherjee,Bihar Sharif,Regular,Oct-23
1265,50630016,Max Ranganathan,Unnao,Inactive,Aug-23
1266,50632192,Omkaar Mander,Nadiad,Premium,Mar-23
1267,50650215,Isaac Samra,Pimpri-Chinchwad,New,Nov-23
1268,50652833,Aarnav Mittal,Belgaum,Premium,Apr-24
1269,50652909,Meera Jain,Farrukhabad,Regular,Feb-24
1270,50680889,Warda Karan,Thoothukudi,New,Feb-24
1271,50760752,Yug Varughese,Maheshtala,New,Mar-23
1272,50781611,Jeremiah Mallick,Nagpur,Regular,May-23
1273,50848069,Yahvi Golla,Belgaum,Inactive,Mar-24
1274,50899600,Frado Arya,Bettiah,New,Nov-23
1275,50953418,Samaksh Kannan,Rajpur Sonarpur,Regular,Mar-23
1276,50968312,Idika Chaudhry,Maheshtala,Inactive,Feb-24
1277,51014003,Matthew Swaminathan,Giridih,Regular,Dec-23
1278,51031122,Netra Kashyap,Dehradun,Regular,Sep-23
1279,51034600,Ubika Borah,Bhilai,Inactive,Apr-23
1280,51040116,Inaya Pillai,Berhampur,Regular,Nov-23
1281,51048402,Leela Bhandari,Ahmedabad,Premium,Feb-24
1282,51119088,Zehaan Srinivas,Tinsukia,Regular,Jul-23
1283,51174875,Sara Prasad,Saharsa,Inactive,May-23
1284,51341672,Aarna Mital,Bhagalpur,Regular,Apr-24
1285,51387106,Nandini Devi,Jamalpur,New,Oct-23
1286,51476157,Abdul Bali,Burhanpur,Inactive,Aug-24
1287,51503088,Arin More,Kumbakonam,New,Feb-24
1288,51544662,Hiral Tara,Chinsurah,New,Dec-23
1289,51547198,Kashvi Date,Agartala,Premium,Aug-24
1290,51556553,Hitesh Bakshi,Noida,Premium,Feb-24
1291,51557673,Faras Varughese,Mira-Bhayandar,New,Aug-23
1292,51592174,Jasmit Sura,Secunderabad,New,Aug-23
1293,51661209,Vasana Chandran,Bidhannagar,New,Jun-23
1294,51669263,Odika Manda,Avadi,Inactive,Sep-23
1295,51670882,Krishna Hans,Dehradun,Inactive,Sep-24
1296,51812283,Vasana Rajagopalan,Katni,Regular,Mar-24
1297,51833636,Ikbal Munshi,Anand,Regular,Mar-24
1298,51872499,Nakul Banerjee,Bareilly,Premium,Apr-24
1299,51945420,Geetika Kalita,Tiruppur,Premium,Apr-23
1300,51994597,Xavier Divan,Mira-Bhayandar,Regular,Aug-24
1301,52001314,Libni Manda,Kota,Premium,Apr-24
1302,52032226,Jagvi Choudhury,Jodhpur,Premium,Aug-23
1303,52048413,Keya Balakrishnan,Jalna,Inactive,Oct-23
1304,52075070,Vedika Muni,Kadapa,Regular,Aug-23
1305,52085702,Irya Soni,Fatehpur,New,Sep-23
1306,52215833,Lipika Parmer,Sirsa,Regular,Sep-24
1307,52234494,Chameli Kadakia,Bhopal,Premium,Jul-23
1308,52279849,Henry Sawhney,Anantapur,Regular,Jul-24
1309,52337289,Pooja Mital,Morena,New,Jun-23
1310,52393801,Aarush Roy,Ranchi,New,Mar-23
1311,52409516,Rehaan Jha,Jabalpur,Inactive,Apr-23
1312,52417972,Nisha Chadha,Madhyamgram,New,Mar-24
1313,52423524,Nihal Ravi,Ludhiana,Inactive,Jun-23
1314,52428250,Thomas Rai,Bulandshahr,New,Sep-23
1315,52613657,Kala Ravi,Sultan Pur Majra,New,Mar-23
1316,52617081,Max Mander,Raurkela Industrial Township,Inactive,Jul-24
1317,52659908,Lucky Kala,Kozhikode,Regular,May-24
1318,52672659,Isha Mand,Vadodara,Regular,Mar-23
1319,52678787,Zashil Salvi,Ghaziabad,New,Jan-24
1320,52757321,Hritik Narain,Bulandshahr,New,Apr-24
1321,52770036,Lopa Bobal,Bathinda,New,Aug-24
1322,52815265,Daniel Bains,Pudukkottai,New,May-24
1323,52862822,Aarini Khosla,Anand,Regular,Jul-24
1324,52913011,Chaitaly Parekh,Dhule,Inactive,Nov-23
1325,52915166,Harita Gulati,Dehri,Inactive,Jun-24
1326,53025962,Sai Mandal,Dibrugarh,Premium,Jun-24
1327,53076417,Chaitanya Nayak,Malda,Inactive,Feb-24
1328,53100521,Mitesh Bora,Gandhidham,Inactive,Mar-24
1329,53292177,Tanmayi Vyas,Panihati,Inactive,Oct-24
1330,53299455,Rushil Gupta,Bijapur,Premium,May-23
1331,53332493,Anirudh Bose,Surendranagar Dudhrej,New,Jun-23
1332,53354003,Yatin Borra,Raiganj,New,Sep-24
1333,53392567,Darika Banerjee,Aligarh,Regular,Apr-24
1334,53399500,Libni Sinha,Kadapa,Regular,Jul-24
1335,53523251,Yashoda Chauhan,Ranchi,New,Mar-24
1336,53538932,Quincy Nanda,Thoothukudi,Premium,May-23
1337,53557741,Robert Shroff,Hospet,Inactive,Oct-24
1338,53605257,Harita Naidu,Haridwar,Regular,Sep-23
1339,53624677,Varenya Ganesh,Udaipur,New,Dec-23
