order_key,customer_id,customer_name,area,customer_segment,order_id,order_date,product_id,product_name,category,brand,quantity,unit_price,total_cost,payment_method,delivery_status,delay_reason,rating,feedback_category,sentiment
3145,42272393,Anya Parmer,Moradabad,New,6314310505,16-02-2024,615545,Soap,Personal Care,Barman Inc,2,448.16,896.32,Wallet,Slightly Delayed,Traffic,3,Delivery,Neutral
3146,30265929,Nandini Brahmbhatt,Nizamabad,Premium,6318008970,11-05-2024,952124,Onions,Fruits & Vegetables,Wali   Sood and Bala,3,127.08,381.24,UPI,Slightly Delayed,Traffic,4,Delivery,Positive
3147,43052303,Girik Mutti,Eluru,Premium,6322372546,19-02-2024,613942,Pet Treats,Pet Care,Dyal   Saraf and Goel,3,545,1635,Wallet,Significantly Delayed,Traffic,1,Product Quality,Negative
3148,99729547,Wridesh Saini,Gwalior,New,6331115638,15-07-2023,298985,Vitamins,Pharmacy,Ramanathan   Joshi and Srinivasan,1,183.76,183.76,Cash,On Time,Not Applicable,4,Customer Service,Neutral
3149,97411107,Udarsh Sandhu,Medininagar,New,6331483812,06-09-2024,291238,Chocolates,Snacks & Munchies,Sinha   Pau and Chhabra,1,746.03,746.03,Wallet,Slightly Delayed,Traffic,3,Product Quality,Neutral
3150,38327793,Yug Brar,Nandyal,Inactive,6335704206,22-05-2024,592784,Biscuits,Snacks & Munchies,Andra   Mander and Kari,1,280.35,280.35,Card,Slightly Delayed,Traffic,4,Product Quality,Positive
3151,18256339,Dalbir Dora,Mumbai,New,6335972517,08-07-2023,949818,Biscuits,Snacks & Munchies,Yohannan Inc,2,483.05,966.1,UPI,Significantly Delayed,Traffic,4,App Experience,Positive
3152,95018817,Ucchal Bajaj,North Dumdum,Inactive,6336460663,28-08-2023,820541,Toilet Cleaner,Household Care,Borde   Peri and Upadhyay,3,576.22,1728.66,UPI,Slightly Delayed,Traffic,4,Product Quality,Neutral
3153,17132416,Diya Tak,Solapur,Regular,6339554317,14-06-2023,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,3,657.8,1973.4,UPI,On Time,Not Applicable,4,Delivery,Positive
3154,57537308,Ayush Buch,Jorhat,New,6340807810,12-07-2024,673058,Cough Syrup,Pharmacy,Balan-Madan,3,765.76,2297.28,Cash,On Time,Not Applicable,4,Product Quality,Neutral
3155,83597876,Tanmayi Oak,Katni,Premium,6347292505,24-06-2024,658389,Popcorn,Snacks & Munchies,Chanda   Som and Vohra,1,152.55,152.55,Cash,Slightly Delayed,Traffic,4,Customer Service,Neutral
3156,80517784,Udyati Dara,Raiganj,Regular,6352881332,22-01-2024,726958,Cat Food,Pet Care,Doctor-Patla,3,887.48,2662.44,Cash,Slightly Delayed,Traffic,4,Customer Service,Positive
3157,41972994,Lila Khanna,Bhatpara,Inactive,6353755071,12-02-2024,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,1,657.8,657.8,UPI,Slightly Delayed,Traffic,3,Delivery,Negative
3158,63310076,Chavvi Jani,Etawah,Regular,6354703603,17-05-2024,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,1897.29,Wallet,On Time,Not Applicable,3,Customer Service,Negative
3159,67092149,Daksh Atwal,Davanagere,Premium,6355378227,11-08-2023,993331,Pulses,Grocery & Staples,Parmer   Gola and Yogi,1,102.44,102.44,UPI,On Time,Not Applicable,4,Customer Service,Positive
3160,29095552,Gunbir Vala,Amritsar,Inactive,6363072906,08-07-2024,26060,Vitamins,Pharmacy,Shah and Sons,2,342.94,685.88,Card,On Time,Not Applicable,4,Product Quality,Neutral
3161,53292177,Tanmayi Vyas,Panihati,Inactive,6363526452,10-10-2023,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,3,532.57,1597.71,Wallet,Slightly Delayed,Traffic,3,Product Quality,Neutral
3162,78732957,Madhav Anne,Malegaon,New,6366048116,05-08-2024,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,3,738.46,2215.38,Cash,On Time,Not Applicable,5,Product Quality,Positive
3163,17201639,Vidhi Toor,Korba,New,6367306297,25-09-2023,196719,Bananas,Fruits & Vegetables,Yogi Group,3,217.5,652.5,Cash,On Time,Not Applicable,4,App Experience,Neutral
3164,33617546,Harrison Edwin,Bhopal,New,6367757670,08-09-2024,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,1,321.28,321.28,Cash,On Time,Not Applicable,3,Customer Service,Neutral
3165,8241122,Tristan Zachariah,Ambarnath,Inactive,6371336060,21-07-2024,820973,Baby Wipes,Baby Care,Lall LLC,2,114.52,229.04,Wallet,On Time,Not Applicable,1,Product Quality,Negative
3166,66655397,Hemal Grover,Pali,New,6373867899,08-11-2023,36412,Dish Soap,Household Care,Muni-Shankar,2,397.68,795.36,Card,Slightly Delayed,Traffic,5,Delivery,Positive
3167,23126657,Ekiya Sekhon,Bahraich,Premium,6374883107,19-08-2023,473929,Carrots,Fruits & Vegetables,Bhardwaj   Bhatia and Deshmukh,1,440.19,440.19,UPI,Significantly Delayed,Traffic,5,Customer Service,Positive
3168,94430842,Pallavi Kothari,Jammu,New,6375536946,10-01-2024,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,3,97.04,291.12,UPI,Slightly Delayed,Traffic,3,App Experience,Neutral
3169,60495351,Henry Rana,Srikakulam,New,6376147802,16-07-2024,799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,1,922.64,922.64,Cash,Significantly Delayed,Traffic,4,Customer Service,Neutral
3170,76917159,Hiral Arya,Ludhiana,Premium,6380542008,08-06-2023,961614,Chocolates,Snacks & Munchies,Goda Inc,2,227.22,454.44,UPI,On Time,Not Applicable,5,App Experience,Positive
3171,47295676,Neel Sandhu,Bhopal,New,6384313098,07-12-2023,644847,Salt,Grocery & Staples,Jhaveri   Kata and Kapur,1,622.81,622.81,Card,Slightly Delayed,Traffic,2,Delivery,Negative
3172,37095171,Ira Soni,Guna,Inactive,6384745391,17-08-2024,39154,Mangoes,Fruits & Vegetables,Suresh   Bose and Bajwa,3,946.86,2840.58,Cash,Slightly Delayed,Traffic,3,Product Quality,Neutral
3173,38875754,Yash Mitter,Ambattur,Premium,6385452188,04-06-2024,564692,Cat Food,Pet Care,Krishna   Bail and Dyal,3,215.65,646.95,UPI,Slightly Delayed,Traffic,3,App Experience,Neutral
3174,96511007,Hema Mannan,Dindigul,New,6388618916,26-01-2024,41853,Curd,Dairy & Breakfast,Handa PLC,1,910.44,910.44,Wallet,Slightly Delayed,Traffic,4,Delivery,Neutral
3175,80286283,Girindra Kalla,Ahmednagar,Regular,6388954643,23-02-2024,600767,Toothpaste,Personal Care,Balan Group,3,722.42,2167.26,Card,On Time,Not Applicable,4,Customer Service,Positive
3176,83597876,Tanmayi Oak,Katni,Premium,6390653932,19-05-2023,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,3,16.86,50.58,Card,On Time,Not Applicable,2,Customer Service,Negative
3177,75640174,Advik Bhakta,Akola,Premium,6392024503,05-09-2023,451812,Pain Reliever,Pharmacy,Batra   Sant and Mandal,2,530.85,1061.7,Wallet,On Time,Not Applicable,4,Product Quality,Positive
3178,1697604,Arjun Deep,Bongaigaon,Regular,6392348668,29-01-2024,473647,Toothpaste,Personal Care,Ben-Ravi,2,43.05,86.1,UPI,Slightly Delayed,Traffic,2,Product Quality,Negative
3179,34588087,Tanmayi Vyas,Shimla,New,6395279829,26-10-2023,833557,Cereal,Dairy & Breakfast,Gole   Chand and Dada,2,422.87,845.74,Cash,On Time,Not Applicable,4,Delivery,Neutral
3180,43799224,Vasatika Agate,Karaikudi,Regular,6395547592,23-10-2024,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,2,657.8,1315.6,UPI,Significantly Delayed,Traffic,4,Delivery,Neutral
3181,61406908,Harrison Mistry,Deoghar,Regular,6396194687,20-01-2024,89084,Milk,Dairy & Breakfast,Wali   Virk and Iyer,1,598.83,598.83,Wallet,Slightly Delayed,Traffic,5,Customer Service,Positive
3182,12059049,Jagdish Mander,Nizamabad,Regular,6397409024,03-01-2024,762527,Biscuits,Snacks & Munchies,Chad   Yohannan and Chopra,2,690.08,1380.16,Cash,Significantly Delayed,Traffic,2,App Experience,Negative
3183,82594354,Harinakshi Sule,Avadi,Regular,6399568661,17-12-2023,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,3,532.57,1597.71,UPI,On Time,Not Applicable,5,App Experience,Positive
3184,58152923,Amrita Babu,Kishanganj,Premium,6401406847,04-11-2023,894539,Dish Soap,Household Care,Pall   Sule and Sood,3,445.48,1336.44,Card,Significantly Delayed,Traffic,4,Customer Service,Positive
3185,19375332,Udarsh Rao,Jodhpur,Regular,6405947025,28-09-2024,894539,Dish Soap,Household Care,Pall   Sule and Sood,2,445.48,890.96,Cash,Slightly Delayed,Traffic,3,App Experience,Neutral
3186,3399251,Ekalinga Bhatt,Solapur,New,6409437174,06-12-2023,767398,Dish Soap,Household Care,Arya   Sundaram and Pingle,3,22.14,66.42,Wallet,Significantly Delayed,Traffic,4,Product Quality,Neutral
3187,28995786,Vanya Swamy,Bardhaman,Inactive,6410432854,23-11-2023,894539,Dish Soap,Household Care,Pall   Sule and Sood,3,445.48,1336.44,Wallet,Slightly Delayed,Traffic,4,Customer Service,Neutral
3188,66023110,Joshua Mishra,Kottayam,New,6412390967,03-02-2024,196719,Bananas,Fruits & Vegetables,Yogi Group,2,217.5,435,Card,Slightly Delayed,Traffic,3,App Experience,Neutral
3189,70867736,Madhavi Nagarajan,Ambattur,Premium,6414606364,26-01-2024,723678,Dog Food,Pet Care,Lall   Datta and Swamy,2,675.46,1350.92,Cash,Slightly Delayed,Traffic,4,Product Quality,Positive
3190,34156884,Rachita Lal,Kolkata,Regular,6416399784,07-08-2023,52729,Cat Food,Pet Care,Saini LLC,1,316.02,316.02,UPI,Slightly Delayed,Traffic,3,Customer Service,Negative
3191,22800586,Jacob Lad,Bijapur,New,6417774057,06-03-2024,739534,Toilet Cleaner,Household Care,Gera   Narang and Karpe,3,994.56,2983.68,Wallet,Slightly Delayed,Traffic,2,Customer Service,Negative
3192,63948546,Samesh Dass,Bhubaneswar,Regular,6418255337,13-02-2024,154179,Pain Reliever,Pharmacy,Barad   Devi and Andra,1,582.87,582.87,Wallet,On Time,Not Applicable,4,Delivery,Positive
3193,12967305,Bhavani Sood,Durg,New,6418604551,25-07-2023,243235,Cat Food,Pet Care,Batta Inc,2,109.03,218.06,Wallet,On Time,Not Applicable,5,Customer Service,Positive
3194,34381941,Oeshi Thaman,Malegaon,Inactive,6418952352,31-08-2023,667163,Orange Juice,Cold Drinks & Juices,Palla LLC,3,441.2,1323.6,Card,On Time,Not Applicable,4,Delivery,Positive
3195,19216141,Teerth Manda,Giridih,Premium,6419111681,24-01-2024,784673,Dog Food,Pet Care,Ramanathan Group,1,491.39,491.39,Wallet,On Time,Not Applicable,5,App Experience,Positive
3196,92404798,Gautami Dayal,Jorhat,New,6419533291,28-07-2023,124290,Lotion,Personal Care,Sachdev Group,1,39.65,39.65,Wallet,Slightly Delayed,Traffic,3,Delivery,Neutral
3197,21948041,Oni Amble,Bhavnagar,New,6421427812,05-10-2023,51036,Baby Food,Baby Care,Karnik PLC,2,931.61,1863.22,UPI,Slightly Delayed,Traffic,4,Product Quality,Neutral
3198,66766629,Harita Mander,Gulbarga,New,6421432903,30-01-2024,993331,Pulses,Grocery & Staples,Parmer   Gola and Yogi,2,102.44,204.88,UPI,Slightly Delayed,Traffic,4,Delivery,Positive
3199,30643619,Ethan Nagi,Shimla,Inactive,6423269418,23-08-2024,890232,Mango Drink,Cold Drinks & Juices,Jha Group,1,432,432,UPI,Significantly Delayed,Traffic,3,Customer Service,Negative
3200,24144240,Charles Parsa,Tezpur,Regular,6425666148,07-08-2023,6405,Baby Food,Baby Care,Kashyap-Reddy,3,236.51,709.53,Wallet,On Time,Not Applicable,1,App Experience,Negative
3201,6459100,Shivansh Mand,Agra,Premium,6430529802,23-07-2023,709916,Detergent,Household Care,Varkey LLC,2,33.76,67.52,Wallet,On Time,Not Applicable,2,Customer Service,Negative
3202,43431724,Jack Kalita,Rohtak,New,6438115781,29-10-2023,563740,Chips,Snacks & Munchies,Mann-Kapadia,2,96.33,192.66,UPI,On Time,Not Applicable,5,App Experience,Positive
3203,29562072,Edhitha Ranganathan,Hindupur,New,6438392384,14-09-2024,654623,Chips,Snacks & Munchies,Pradhan and Sons,1,422.14,422.14,Card,Slightly Delayed,Traffic,5,Delivery,Positive
3204,67302239,Tanvi Bajaj,Kozhikode,Regular,6438773635,19-07-2024,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,2,532.57,1065.14,UPI,On Time,Not Applicable,5,Delivery,Positive
3205,2400009,Jonathan Korpal,Amaravati,Premium,6443285614,29-08-2023,723678,Dog Food,Pet Care,Lall   Datta and Swamy,3,675.46,2026.38,UPI,Slightly Delayed,Traffic,4,Delivery,Neutral
3206,80571942,Mohammed Magar,Kishanganj,Regular,6444064733,11-10-2023,217710,Eggs,Dairy & Breakfast,Rout-Sarna,3,58.59,175.77,Wallet,On Time,Not Applicable,4,App Experience,Positive
3207,4988545,Prisha Jha,Anantapuram,Regular,6445700839,06-03-2024,951463,Pet Treats,Pet Care,Balakrishnan-Kaur,2,787.4,1574.8,UPI,Slightly Delayed,Traffic,3,Customer Service,Negative
3208,76987910,Oeshi Kannan,Shahjahanpur,Inactive,6447596416,08-10-2023,70969,Carrots,Fruits & Vegetables,Mohan Group,1,631.7,631.7,Card,On Time,Not Applicable,4,Customer Service,Positive
3209,2136830,Bhavya Goswami,Bidhannagar,New,6454001692,09-09-2023,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,1,657.8,657.8,UPI,Significantly Delayed,Traffic,2,Delivery,Negative
3210,79764458,Bhavani Kant,Etawah,New,6457122136,19-05-2023,589812,Detergent,Household Care,Bir PLC,3,163.03,489.09,Cash,Significantly Delayed,Traffic,3,Customer Service,Negative
3211,51048402,Leela Bhandari,Ahmedabad,Premium,6457671753,07-01-2024,382511,Butter,Dairy & Breakfast,Bora-Thakkar,1,702.54,702.54,Wallet,On Time,Not Applicable,2,Customer Service,Negative
3212,83348353,Eta Dutt,Gurgaon,Inactive,6458765046,29-06-2023,112390,Toothpaste,Personal Care,Kibe   Contractor and Randhawa,2,877.98,1755.96,Cash,On Time,Not Applicable,1,Product Quality,Negative
3213,43295656,Wyatt Bhasin,Sagar,Regular,6459815532,16-05-2023,951463,Pet Treats,Pet Care,Balakrishnan-Kaur,3,787.4,2362.2,Card,Significantly Delayed,Traffic,3,App Experience,Negative
3214,29324437,Radhika Bains,Nanded,Premium,6468633344,23-02-2024,15314,Cheese,Dairy & Breakfast,Banik-Ratta,2,578.85,1157.7,Wallet,On Time,Not Applicable,4,Product Quality,Positive
3215,5238055,Chandani D’Alia,Guntur,Regular,6475299855,13-10-2023,567671,Biscuits,Snacks & Munchies,Nagar LLC,1,418.48,418.48,Cash,Slightly Delayed,Traffic,5,App Experience,Positive
3216,82529927,Yoshita Jain,Chinsurah,Inactive,6475582506,23-09-2023,140489,Soap,Personal Care,Biswas   Kapoor and Patel,2,650.2,1300.4,Wallet,Slightly Delayed,Traffic,5,Delivery,Positive
3217,16341776,Oviya Gera,Sikar,New,6475689021,20-05-2023,397973,Bananas,Fruits & Vegetables,Wable   Randhawa and Mutti,1,728.73,728.73,Cash,Slightly Delayed,Traffic,3,Product Quality,Negative
3218,60967677,Chatura Sandhu,Agartala,Premium,6476646153,06-10-2024,880510,Bread,Dairy & Breakfast,Roy-Char,1,951.43,951.43,UPI,Slightly Delayed,Traffic,3,App Experience,Neutral
3219,22293666,Gopal Kumar,Saharsa,New,6478815087,18-07-2024,67197,Butter,Dairy & Breakfast,Shetty-Bora,3,552.2,1656.6,Cash,On Time,Not Applicable,2,Product Quality,Negative
3220,18082040,Jonathan Bir,Kochi,Regular,6485432691,13-05-2023,60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,3,726.41,2179.23,UPI,Slightly Delayed,Traffic,5,Delivery,Positive
3221,59769142,Pooja Bajaj,Bellary,New,6485627928,13-09-2024,257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,2,281.73,563.46,Wallet,On Time,Not Applicable,3,Delivery,Neutral
3222,49136375,Rohan Basak,Bathinda,Inactive,6487868576,25-10-2023,726958,Cat Food,Pet Care,Doctor-Patla,3,887.48,2662.44,Card,Significantly Delayed,Traffic,4,App Experience,Positive
3223,37309023,Dominic Dutt,Guntur,Premium,6487883093,19-10-2024,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,2,263.7,527.4,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
3224,90150193,Advik Rajan,Buxar,Inactive,6493039553,06-08-2024,658389,Popcorn,Snacks & Munchies,Chanda   Som and Vohra,2,152.55,305.1,Cash,On Time,Not Applicable,3,Customer Service,Neutral
3225,10745302,Yochana Shukla,Indore,Premium,6494615659,19-11-2023,757274,Pet Treats,Pet Care,Minhas   Kapoor and Sethi,1,98.32,98.32,Card,Significantly Delayed,Traffic,4,Product Quality,Neutral
3226,25595836,Sathvik Prabhakar,Orai,New,6494708839,18-06-2023,140154,Shampoo,Personal Care,Malhotra LLC,2,171.2,342.4,Cash,Slightly Delayed,Traffic,5,App Experience,Positive
3227,52672659,Isha Mand,Vadodara,Regular,6497069610,10-04-2024,329351,Cheese,Dairy & Breakfast,Lala   Kalita and Sathe,3,310.87,932.61,Card,Slightly Delayed,Traffic,3,Delivery,Neutral
3228,39150258,Dalaja Choudhury,Gandhinagar,Inactive,6497594124,24-10-2024,487065,Chips,Snacks & Munchies,Kadakia-Yadav,1,374.68,374.68,Wallet,Slightly Delayed,Traffic,2,App Experience,Negative
3229,35912599,Neha Atwal,Bilaspur,Regular,6500458984,08-11-2023,859361,Shampoo,Personal Care,Mitter Group,1,432.39,432.39,Card,Slightly Delayed,Traffic,3,Customer Service,Neutral
3230,22210238,Rayaan Krishna,Muzaffarnagar,New,6501113916,07-01-2024,871592,Carrots,Fruits & Vegetables,Shankar   Nadkarni and Kumer,3,870.29,2610.87,UPI,Slightly Delayed,Traffic,5,Product Quality,Positive
3231,46623192,Warinder Sastry,Nizamabad,New,6507222211,15-01-2024,131136,Salt,Grocery & Staples,Deshpande-Rama,2,37.8,75.6,Wallet,Significantly Delayed,Traffic,5,Customer Service,Positive
3232,29324437,Radhika Bains,Nanded,Premium,6509263423,20-01-2024,615545,Soap,Personal Care,Barman Inc,1,448.16,448.16,Cash,On Time,Not Applicable,1,Delivery,Negative
3233,67383024,Riya Kothari,Kollam,Premium,6510283268,12-06-2024,136533,Eggs,Dairy & Breakfast,Raghavan   Magar and Shanker,3,826.21,2478.63,Wallet,On Time,Not Applicable,3,Customer Service,Negative
3234,99160348,Jeremiah Sarin,Siliguri,Inactive,6513851276,24-08-2023,491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,2,973.44,1946.88,Wallet,Significantly Delayed,Traffic,4,Product Quality,Neutral
3235,70965437,Ayush Lanka,Alwar,Inactive,6518276143,25-01-2024,53833,Rice,Grocery & Staples,Tella-Master,2,134.69,269.38,Cash,On Time,Not Applicable,5,Product Quality,Positive
3236,29902416,Falak Choudhry,Tenali,Inactive,6519941559,10-05-2024,697683,Toilet Cleaner,Household Care,Murty   Varghese and Saxena,3,123.74,371.22,Cash,On Time,Not Applicable,5,App Experience,Positive
3237,67215939,Dominic Viswanathan,Erode,New,6520584496,24-10-2023,820973,Baby Wipes,Baby Care,Lall LLC,3,114.52,343.56,Card,Significantly Delayed,Traffic,4,Customer Service,Neutral
3238,64497538,Libni Chadha,Bongaigaon,Premium,6528341992,29-01-2024,336847,Toilet Cleaner,Household Care,Dayal   Mammen and More,2,936.98,1873.96,Wallet,Significantly Delayed,Traffic,4,Product Quality,Neutral
3239,85561151,Zinal Dhawan,Kanpur,Regular,6531356394,09-05-2023,487931,Sugar,Grocery & Staples,Bahl   Jaggi and Nath,3,709.08,2127.24,Card,On Time,Not Applicable,3,App Experience,Neutral
3240,93924203,Xalak Goyal,Jorhat,Premium,6532953824,02-11-2024,473647,Toothpaste,Personal Care,Ben-Ravi,1,43.05,43.05,Cash,Significantly Delayed,Traffic,4,Product Quality,Neutral
3241,4758426,Qushi Dash,Vijayawada,New,6535672015,05-05-2023,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,3,211.25,633.75,UPI,Slightly Delayed,Traffic,3,App Experience,Negative
3242,81822935,Dhruv Ganguly,Nanded,Regular,6536847919,10-06-2023,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,2,532.57,1065.14,Wallet,On Time,Not Applicable,1,Delivery,Negative
3243,75490147,Parth Chad,Vadodara,Inactive,6537694730,15-08-2024,930284,Baby Food,Baby Care,Garg   Saraf and Dutta,3,189.47,568.41,UPI,Slightly Delayed,Traffic,5,Customer Service,Positive
3244,119099,Zansi Parsa,Kavali,Inactive,6538760883,19-04-2024,133542,Detergent,Household Care,Edwin-Lall,1,68.49,68.49,UPI,On Time,Not Applicable,3,App Experience,Negative
3245,58974323,Reva Bhavsar,Burhanpur,New,6539196955,27-05-2024,914071,Chips,Snacks & Munchies,Datta Ltd,3,296.94,890.82,Wallet,Significantly Delayed,Traffic,2,App Experience,Negative
3246,51812283,Vasana Rajagopalan,Katni,Regular,6541281594,18-11-2023,26060,Vitamins,Pharmacy,Shah and Sons,1,342.94,342.94,Wallet,Slightly Delayed,Traffic,4,Product Quality,Neutral
3247,27381533,Zayan Guha,Rampur,Premium,6546999829,06-10-2023,120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,2,697.53,1395.06,Cash,Slightly Delayed,Traffic,4,Delivery,Neutral
3248,10562528,Udant Dada,Udaipur,Premium,6556180328,03-06-2024,839170,Curd,Dairy & Breakfast,Shetty and Sons,1,481.63,481.63,UPI,On Time,Not Applicable,2,Delivery,Negative
3249,68692574,Bachittar Wagle,Bharatpur,Inactive,6556845822,13-05-2023,799688,Lotion,Personal Care,Arora LLC,1,309.62,309.62,UPI,Slightly Delayed,Traffic,2,Customer Service,Negative
3250,88520326,Chasmum Dhaliwal,Asansol,Premium,6558001978,19-02-2024,478531,Carrots,Fruits & Vegetables,Uppal Group,3,825.46,2476.38,Cash,Slightly Delayed,Traffic,3,Product Quality,Negative
3251,28221067,Ekansh Tandon,Agra,Regular,6564176767,11-04-2024,146840,Bread,Dairy & Breakfast,Bains   Deol and Vaidya,3,786.85,2360.55,Cash,Significantly Delayed,Traffic,3,Product Quality,Neutral
3252,12455156,Ijaya Agrawal,Eluru,Inactive,6565246127,18-05-2024,803607,Soap,Personal Care,Kadakia   Mohan and Sathe,2,949.73,1899.46,UPI,On Time,Not Applicable,5,Delivery,Positive
3253,66135710,Zayan Thakkar,Ramgarh,New,6567129123,09-09-2023,891833,Curd,Dairy & Breakfast,Mani PLC,1,493.19,493.19,Cash,Slightly Delayed,Traffic,3,Product Quality,Negative
3254,21809858,Ekansh Seshadri,Bihar Sharif,Inactive,6567954047,09-07-2023,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,2,616.45,1232.9,Cash,Significantly Delayed,Traffic,4,Product Quality,Positive
3255,88866835,Osha Dora,South Dumdum,Premium,6568151549,31-03-2024,500739,Bread,Dairy & Breakfast,Aggarwal Group,2,359.98,719.96,Cash,Slightly Delayed,Traffic,2,App Experience,Negative
3256,5228136,Oeshi Mallick,Ambarnath,Premium,6569836274,24-06-2024,913428,Pet Treats,Pet Care,Narayanan-Kumar,2,392.22,784.44,Cash,Significantly Delayed,Traffic,4,Customer Service,Neutral
3257,64197854,Krishna Ramanathan,Bellary,Regular,6572695161,18-03-2024,70969,Carrots,Fruits & Vegetables,Mohan Group,1,631.7,631.7,Wallet,On Time,Not Applicable,3,Delivery,Negative
3258,24000329,Aarush Dey,Gulbarga,Premium,6573705785,23-11-2023,567671,Biscuits,Snacks & Munchies,Nagar LLC,2,418.48,836.96,Wallet,On Time,Not Applicable,4,Delivery,Positive
3259,44149982,Tara Uppal,Yamunanagar,New,6575532281,25-03-2024,34200,Lotion,Personal Care,Munshi-Grewal,1,319.8,319.8,Wallet,Significantly Delayed,Traffic,2,Product Quality,Negative
3260,8375298,Yahvi Vora,Begusarai,Premium,6581715589,09-05-2023,661577,Cat Food,Pet Care,Majumdar PLC,2,720.95,1441.9,UPI,On Time,Not Applicable,2,Product Quality,Negative
3261,65895091,Chaitaly Shere,Orai,Inactive,6585436114,13-03-2024,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,1,22.04,22.04,Wallet,Slightly Delayed,Traffic,3,App Experience,Neutral
3262,93730857,Pratyush Goyal,Singrauli,Premium,6585999443,10-06-2023,444361,Pain Reliever,Pharmacy,Prakash   Bawa and Kale,1,822.63,822.63,UPI,On Time,Not Applicable,3,Delivery,Negative
3263,20496835,Chandresh Panchal,Alwar,New,6587221270,23-12-2023,120385,Pet Treats,Pet Care,Dubey-Sarin,1,597.91,597.91,Wallet,Slightly Delayed,Traffic,4,Customer Service,Neutral
3264,2058037,Yutika Badal,Rajkot,Inactive,6590257283,02-10-2023,435929,Toilet Cleaner,Household Care,Memon Ltd,3,856.89,2570.67,Cash,Slightly Delayed,Traffic,3,Product Quality,Neutral
3265,56441247,Aashi Narula,Meerut,Premium,6590867973,20-11-2023,712307,Orange Juice,Cold Drinks & Juices,Chana LLC,2,264.89,529.78,UPI,On Time,Not Applicable,5,Product Quality,Positive
3266,87266831,Indira Palan,Mirzapur,New,6593510732,10-09-2023,741341,Eggs,Dairy & Breakfast,Prasad LLC,1,923.84,923.84,Wallet,Significantly Delayed,Traffic,2,Delivery,Negative
3267,45868300,Isha Sheth,Ratlam,Premium,6594929133,14-04-2023,812607,Potatoes,Fruits & Vegetables,Rege Group,1,416.65,416.65,Wallet,On Time,Not Applicable,2,Customer Service,Negative
3268,57291761,Samarth Muni,Pallavaram,Regular,6595041423,23-07-2024,183929,Bread,Dairy & Breakfast,Nagi   Sampath and Khurana,2,738.74,1477.48,Card,On Time,Not Applicable,3,App Experience,Neutral
3269,45700473,Omkaar Padmanabhan,Thoothukudi,Inactive,6595771960,05-04-2023,949818,Biscuits,Snacks & Munchies,Yohannan Inc,3,483.05,1449.15,Cash,Slightly Delayed,Traffic,2,Delivery,Negative
3270,67896836,Om Murty,Gulbarga,New,6595898122,13-07-2024,901144,Sugar,Grocery & Staples,Deo-Kamdar,1,340.36,340.36,UPI,On Time,Not Applicable,3,Customer Service,Neutral
3271,59815512,Teerth Seshadri,Jalna,Regular,6597871211,03-05-2024,478531,Carrots,Fruits & Vegetables,Uppal Group,3,825.46,2476.38,UPI,Slightly Delayed,Traffic,4,Product Quality,Neutral
3272,79726146,Zaitra Vig,Kozhikode,New,6600422315,19-09-2023,287070,Wheat Flour,Grocery & Staples,Gala   Magar and Rajagopal,3,443.17,1329.51,UPI,Slightly Delayed,Traffic,4,Customer Service,Positive
3273,49136375,Rohan Basak,Bathinda,Inactive,6601671674,09-07-2023,500739,Bread,Dairy & Breakfast,Aggarwal Group,2,359.98,719.96,Cash,Significantly Delayed,Traffic,3,Delivery,Neutral
3274,38875754,Yash Mitter,Ambattur,Premium,6602340187,11-03-2024,894539,Dish Soap,Household Care,Pall   Sule and Sood,3,445.48,1336.44,Card,Significantly Delayed,Traffic,3,Delivery,Neutral
3275,5961261,Vrishti Memon,Varanasi,Premium,6602362287,01-02-2024,642612,Pet Treats,Pet Care,Pillay-Ahuja,2,517.03,1034.06,Cash,Slightly Delayed,Traffic,1,Delivery,Negative
3276,37702698,Joshua Bajaj,Bareilly,New,6603205997,17-05-2024,604184,Toilet Cleaner,Household Care,Gaba   Sodhi and Choudhary,2,397.55,795.1,Card,On Time,Not Applicable,1,Customer Service,Negative
